"","Committee_Id","Committee_Name","Link_Image","Committee_Election_State","Committee_Election_District","Report_Type","Receipt_Date","Coverage_Start_Date","Coverage_End_Date","Quarterly_Contribution","Semi_Annual_Contribution"
"258","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_15950389235+0","",NA,"MONTHLY SEMI-ANNUAL (YE)","30-JAN-15","25-NOV-14","31-DEC-14",0,52700
"259","C00549592","NATALIE TENNANT FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020053616+0","WV",0,"QUARTERLY YEAR END / SEMI-ANN","30-JAN-15","25-NOV-14","31-DEC-14",0,19057
"260","C00565812","MARTY MCCLENDON FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14953214673+0","WA",6,"POST-GENERAL","17-DEC-14","15-OCT-14","04-NOV-14",0,0
"261","C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14021361747+0","NC",0,"POST-GENERAL","04-DEC-14","16-OCT-14","24-NOV-14",26124,0
"262","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14021253315+0","",NA,"POST-GENERAL","04-DEC-14","16-OCT-14","24-NOV-14",98300,0
"263","C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_14021424015+0","CO",0,"POST-GENERAL","03-DEC-14","16-OCT-14","24-NOV-14",62067,0
"264","C00117721","CONGRESSIONAL MAJORITY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14952539354+0","",NA,"PRE-GENERAL","23-OCT-14","01-OCT-14","15-OCT-14",0,0
"265","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14021150001+0","",NA,"PRE-GENERAL","23-OCT-14","01-OCT-14","15-OCT-14",0,NA
"266","C00144154","INTERNATIONAL ASSOCIATION OF AMUSEMENT PARKS AND ATTRACTIONS PAC (IAAPA-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14951887837+0","VA",NA,"PRE-GENERAL","21-OCT-14","01-OCT-14","15-OCT-14",0,0
"267","C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_14021104137+0","CO",0,"PRE-GENERAL","20-OCT-14","01-OCT-14","15-OCT-14",37408,0
"268","C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_14020990001+0","CO",0,"OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14",353837,0
"269","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14021083109+0","",NA,"OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14",0,NA
"270","C00550434","BELLOWS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020843246+0","ME",0,"OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14",21655,0
"271","C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020870001+0","NC",0,"OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14",139617,0
"272","C00369033","TEXANS FOR SENATOR JOHN CORNYN INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14021040252+0","",NA,"OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14",53000,0
"273","C00547083","ALISON FOR KENTUCKY","http://docquery.fec.gov/cgi-bin/fecimg/?_14020890001+0","KY",NA,"OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14",34514,0
"274","C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020833347+0","HI",0,"OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14",26226,0
"275","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020814979+0","NV",0,"OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14",32000,0
"276","C00437889","PETERS FOR MICHIGAN","http://docquery.fec.gov/cgi-bin/fecimg/?_14020833207+0","MI",0,"OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14",165383,0
"277","C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_14031321660+0","",NA,"OCTOBER QUARTERLY","14-OCT-14","01-JUL-14","30-SEP-14",NA,NA
"278","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020702856+0","",NA,"SEPTEMBER MONTHLY","19-SEP-14","01-AUG-14","31-AUG-14",122800,0
"279","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020670036+0","",NA,"AUGUST MONTHLY","20-AUG-14","01-JUL-14","31-JUL-14",688291,0
"280","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_14950054964+0","",NA,"AUGUST MONTHLY","20-AUG-14","01-JUL-14","31-JUL-14",41200,0
"281","C00437277","JEFF MERKLEY FOR OREGON","http://docquery.fec.gov/cgi-bin/fecimg/?_14020683387+0","OR",0,"JULY QUARTERLY / SEMI-ANNUAL","18-AUG-14","01-APR-14","30-JUN-14",0,81407
"282","C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_14031283945+0","",NA,"QUARTERLY SEMI-ANNUAL (MY)","08-AUG-14","","",NA,0
"283","C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_14031283949+0","",NA,"APRIL QUARTERLY","08-AUG-14","01-JAN-14","31-MAR-14",NA,0
"284","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020570942+0","",NA,"JULY MONTHLY / SEMI-ANNUAL","18-JUL-14","01-JUN-14","30-JUN-14",69850,1780383
"285","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14941870981+0","",NA,"JULY MONTHLY / SEMI-ANNUAL","18-JUL-14","","",34000,34000
"286","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020562973+0","",NA,"JUNE MONTHLY","17-JUL-14","01-MAY-14","31-MAY-14",48900,0
"287","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020562967+0","",NA,"MARCH MONTHLY","17-JUL-14","01-FEB-14","28-FEB-14",491999,0
"288","C00329896","UDALL FOR US ALL","http://docquery.fec.gov/cgi-bin/fecimg/?_14020513501+0","NM",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-14","15-MAY-14","30-JUN-14",0,17413
"289","C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020520820+0","NC",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-14","01-APR-14","30-JUN-14",52401,80001
"290","C00549592","NATALIE TENNANT FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020490729+0","WV",0,"JULY QUARTERLY","15-JUL-14","24-APR-14","30-JUN-14",0,24904
"291","C00547083","ALISON FOR KENTUCKY","http://docquery.fec.gov/cgi-bin/fecimg/?_14020491591+0","KY",NA,"JULY QUARTERLY","15-JUL-14","01-APR-14","30-JUN-14",19084,53672
"292","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020491587+0","NV",0,"JULY QUARTERLY","15-JUL-14","01-APR-14","30-JUN-14",0,24250
"293","C00457325","SHAHEEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020592662+0","NH",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-14","01-APR-14","30-JUN-14",167306,198147
"294","C00550434","BELLOWS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020490428+0","ME",0,"JULY QUARTERLY","15-JUL-14","22-MAY-14","30-JUN-14",7358,40067
"295","C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020500106+0","HI",0,"JULY QUARTERLY","15-JUL-14","01-APR-14","30-JUN-14",62469,90783
"296","C00272211","PETE KING FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14961606182+0","NY",2,"QUARTERLY SEMI-ANNUAL (MY)","15-JUL-14","30-APR-14","30-JUN-14",35250,35250
"297","C00286187","THORNBERRY FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14941799483+0","TX",13,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-14","01-APR-14","30-JUN-14",32700,73100
"298","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020570623+0","",NA,"JULY QUARTERLY","15-JUL-14","01-APR-14","30-JUN-14",0,NA
"299","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020570627+0","",NA,"JULY QUARTERLY","15-JUL-14","01-JAN-14","30-JUN-14",0,NA
"300","C00369033","TEXANS FOR SENATOR JOHN CORNYN INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020570001+0","",NA,"JULY QUARTERLY","15-JUL-14","01-APR-14","30-JUN-14",130634,335734
"301","C00504688","OTERO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_14961588613+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-14","01-APR-14","30-JUN-14",0,0
"302","C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_14020553186+0","CO",0,"JULY QUARTERLY / SEMI-ANNUAL","14-JUL-14","05-JUN-14","30-JUN-14",31218,211649
"303","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020451703+0","",NA,"JULY QUARTERLY","11-JUL-14","01-APR-14","30-JUN-14",240400,867700
"304","C00553172","GREEN SENATE 2014","http://docquery.fec.gov/cgi-bin/fecimg/?_14020451849+0","",NA,"JULY QUARTERLY","11-JUL-14","01-APR-14","30-JUN-14",0,103400
"305","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020423483+0","",NA,"JUNE MONTHLY","20-JUN-14","01-MAY-14","31-MAY-14",0,NA
"306","C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_14020420001+0","CO",0,"PRE-PRIMARY","12-JUN-14","01-APR-14","04-JUN-14",86455,0
"307","C00553396","MIKE FRESE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_14941249182+0","NM",1,"PRE-PRIMARY","21-MAY-14","01-APR-14","14-MAY-14",0,0
"308","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020372449+0","",NA,"MAY MONTHLY","20-MAY-14","01-APR-14","30-APR-14",0,NA
"309","C00562868","DEMOCRATIC / LEGISLATURE SSROOT","http://docquery.fec.gov/cgi-bin/fecimg/?_14031233428+0","",NA,"JULY QUARTERLY","07-MAY-14","04-NOV-13","31-DEC-14",50,50
"310","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020334320+0","",NA,"OCTOBER QUARTERLY","25-APR-14","01-JUL-13","30-SEP-13",0,NA
"311","C00550921","THOMAS TARANTELLA CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14960860301+0","",NA,"APRIL QUARTERLY","21-APR-14","01-JAN-14","31-MAR-14",0,0
"312","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020260001+0","",NA,"APRIL MONTHLY","18-APR-14","01-MAR-14","31-MAR-14",245000,0
"313","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020294598+0","",NA,"APRIL QUARTERLY","15-APR-14","01-JAN-14","31-MAR-14",0,NA
"314","C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_14020293886+0","CO",0,"APRIL QUARTERLY","15-APR-14","01-JAN-14","31-MAR-14",37975,0
"315","C00437277","JEFF MERKLEY FOR OREGON","http://docquery.fec.gov/cgi-bin/fecimg/?_14020272126+0","OR",0,"APRIL QUARTERLY","15-APR-14","01-JAN-14","31-MAR-14",67317,0
"316","C00369033","TEXANS FOR SENATOR JOHN CORNYN INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020332008+0","",NA,"APRIL QUARTERLY","15-APR-14","01-JAN-14","31-MAR-14",180150,0
"317","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020233606+0","NV",0,"APRIL QUARTERLY","15-APR-14","01-JAN-14","31-MAR-14",24250,0
"318","C00547083","ALISON FOR KENTUCKY","http://docquery.fec.gov/cgi-bin/fecimg/?_14020230001+0","KY",NA,"APRIL QUARTERLY","15-APR-14","01-JAN-14","31-MAR-14",34588,0
"319","C00549592","NATALIE TENNANT FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020212681+0","WV",0,"APRIL QUARTERLY","15-APR-14","01-JAN-14","31-MAR-14",18560,0
"320","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020190102+0","",NA,"APRIL QUARTERLY","15-APR-14","01-JAN-14","31-MAR-14",627300,0
"321","C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020193279+0","HI",1,"APRIL QUARTERLY","15-APR-14","01-JAN-14","31-MAR-14",27980,0
"322","C00286187","THORNBERRY FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14960720293+0","TX",13,"APRIL QUARTERLY","15-APR-14","13-FEB-14","31-MAR-14",40400,40400
"323","C00553172","GREEN SENATE 2014","http://docquery.fec.gov/cgi-bin/fecimg/?_14020174897+0","",NA,"APRIL QUARTERLY","08-APR-14","01-JAN-14","31-MAR-14",103400,103400
"324","C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020174504+0","NC",0,"QUARTERLY YEAR END / SEMI-ANN","28-MAR-14","01-JUN-13","31-DEC-13",51645,51645
"325","C00304709","ADAM SMITH FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14960566280+0","WA",9,"QUARTERLY YEAR END / SEMI-ANN","27-MAR-14","01-JUL-13","31-DEC-13",18200,18200
"326","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020170812+0","",NA,"MARCH MONTHLY","20-MAR-14","01-FEB-14","28-FEB-14",426150,NA
"327","C00489195","YINKA ABOSEDE ADESHINA","http://docquery.fec.gov/cgi-bin/fecimg/?_14031192326+0","",NA,"APRIL QUARTERLY","06-MAR-14","","31-MAR-14",NA,45540
"328","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020153268+0","",NA,"FEBRUARY MONTHLY","20-FEB-14","01-JAN-14","31-JAN-14",547650,0
"329","C00540500","CORY BOOKER FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020050793+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-14","06-NOV-13","31-DEC-13",0,27992
"330","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020040001+0","",NA,"MONTHLY YEAR END / SEMI-ANNUAL","31-JAN-14","01-DEC-13","31-DEC-13",37900,129725
"331","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020023839+0","",NA,"QUARTERLY SEMI-ANNUAL (YE)","31-JAN-14","","",0,189950
"332","C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_14031173403+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-14","01-JUL-13","31-DEC-13",NA,6600
"333","C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020125029+0","SC",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-14","01-OCT-13","31-DEC-13",46200,46200
"334","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020124457+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-14","01-JUL-13","31-DEC-13",0,NA
"335","C00344473","STABENOW FOR US SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020110602+0","MI",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-14","01-OCT-13","31-DEC-13",18000,18000
"336","C00369033","TEXANS FOR SENATOR JOHN CORNYN INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020114620+0","TX",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-14","01-JUN-13","31-DEC-13",898440,898440
"337","C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_14020114478+0","NY",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-14","01-OCT-13","31-DEC-13",48000,133600
"338","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020074173+0","NV",0,"OCTOBER QUARTERLY","31-JAN-14","01-JUL-13","31-OCT-13",61550,0
"339","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020074168+0","NV",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-14","01-OCT-13","31-DEC-13",73849,120649
"340","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_14960308075+0","DC",NA,"MONTHLY SEMI-ANNUAL (YE)","31-JAN-14","01-DEC-13","31-DEC-13",0,56350
"341","C00498634","DUCKWORTH FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_14940212269+0","IL",8,"QUARTERLY SEMI-ANNUAL (YE)","31-JAN-14","01-OCT-13","31-DEC-13",0,17850
"342","C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_14020103201+0","CO",0,"QUARTERLY YEAR END / SEMI-ANN","28-JAN-14","01-OCT-13","31-DEC-13",0,38400
"343","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020570001+0","",NA,"DECEMBER MONTHLY","20-DEC-13","01-NOV-13","30-NOV-13",0,NA
"344","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020541637+0","",NA,"NOVEMBER MONTHLY","20-NOV-13","01-OCT-13","31-OCT-13",40325,NA
"345","C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_13020491165+0","NY",0,"OCTOBER QUARTERLY","18-OCT-13","01-JUL-13","30-SEP-13",79600,0
"346","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020481810+0","",NA,"OCTOBER MONTHLY","18-OCT-13","01-SEP-13","30-SEP-13",23500,NA
"347","C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_13020450584+0","NC",0,"OCTOBER QUARTERLY","15-OCT-13","01-JUL-13","30-SEP-13",40250,0
"348","C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_13020510114+0","CO",0,"OCTOBER QUARTERLY","15-OCT-13","01-JUL-13","30-SEP-13",44900,0
"349","C00304709","ADAM SMITH FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13941780266+0","WA",9,"OCTOBER QUARTERLY","14-OCT-13","01-JUL-13","30-SEP-13",18200,0
"350","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020410277+0","",NA,"SEPTEMBER MONTHLY","20-SEP-13","01-AUG-13","31-AUG-13",0,NA
"351","C00315176","FEINSTEIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020393938+0","CA",NA,"YEAR-END","26-AUG-13","01-JUL-12","31-DEC-12",0,55560
"352","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020383802+0","",NA,"AUGUST MONTHLY","20-AUG-13","01-JUL-13","31-JUL-13",0,NA
"353","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_13941464068+0","DC",NA,"AUGUST MONTHLY","20-AUG-13","01-JUL-13","31-JUL-13",43350,0
"354","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020350719+0","",NA,"JULY MONTHLY / SEMI-ANNUAL","19-JUL-13","01-JUN-13","30-JUN-13",0,1224230
"355","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13941190810+0","DC",NA,"MONTHLY SEMI-ANNUAL (MY)","19-JUL-13","01-JUN-13","30-JUN-13",0,34500
"356","C00369801","DAVID SCOTT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13964063923+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-13","01-APR-13","30-JUN-13",22250,22250
"357","C00140715","HOYER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13964062092+0","MD",NA,"QUARTERLY SEMI-ANNUAL (MY)","15-JUL-13","01-APR-13","30-JUN-13",0,21850
"358","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_13020294014+0","NV",0,"APRIL QUARTERLY","15-JUL-13","01-JAN-13","31-MAR-13",107650,0
"359","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_13020294009+0","NV",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-13","01-APR-13","30-JUN-13",98700,212350
"360","C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020312990+0","HI",1,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-13","01-JAN-13","30-JUN-13",18431,18431
"361","C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_13020343827+0","NY",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-13","01-APR-13","30-JUN-13",0,22500
"362","C00272211","PETE KING FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13964054388+0","NY",2,"QUARTERLY SEMI-ANNUAL (MY)","14-JUL-13","01-APR-13","30-JUN-13",30000,30000
"363","C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13941118186+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","13-JUL-13","01-APR-11","30-JUN-11",25000,25000
"364","C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13941118445+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","13-JUL-13","01-JUL-11","31-DEC-11",34000,34000
"365","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020274444+0","",NA,"QUARTERLY MID-YEAR / SEMI-ANN","12-JUL-13","01-JAN-13","30-JUN-13",0,482800
"366","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020262830+0","",NA,"JUNE MONTHLY","20-JUN-13","01-MAY-13","31-MAY-13",37400,NA
"367","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020250010+0","",NA,"MAY MONTHLY","20-MAY-13","01-APR-13","30-APR-13",0,NA
"368","C00500587","RICKPERRY.ORG INC","http://docquery.fec.gov/cgi-bin/fecimg/?_13962130525+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","25-APR-13","01-OCT-11","31-DEC-11",69750,146750
"369","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020222155+0","",NA,"APRIL MONTHLY","19-APR-13","01-MAR-13","31-MAR-13",132600,NA
"370","C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_13020204101+0","SC",NA,"APRIL QUARTERLY","15-APR-13","01-JAN-13","31-MAR-13",41087,NA
"371","C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_13020210486+0","NY",0,"APRIL QUARTERLY","15-APR-13","01-JAN-13","31-MAR-13",22500,NA
"372","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020194096+0","",NA,"APRIL QUARTERLY","12-APR-13","01-JAN-13","31-MAR-13",0,NA
"373","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13940492801+0","",NA,"MARCH MONTHLY","20-MAR-13","01-FEB-13","28-FEB-13",18500,0
"374","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020143561+0","",NA,"MARCH MONTHLY","20-MAR-13","01-FEB-13","28-FEB-13",289550,NA
"375","C00506022","CARMONA FOR ARIZONA","http://docquery.fec.gov/cgi-bin/fecimg/?_13020140682+0","AZ",0,"QUARTERLY YEAR END / SEMI-ANN","13-MAR-13","27-NOV-12","31-DEC-12",0,133365
"376","C00226522","RICHARD E NEAL FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13961079629+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","28-FEB-13","18-OCT-12","31-DEC-12",0,23200
"377","C00498907","DEB FISCHER FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_13020132585+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","27-FEB-13","27-NOV-12","31-DEC-12",10,63873
"378","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020113283+0","WI",0,"QUARTERLY YEAR END / SEMI-ANN","26-FEB-13","01-JUL-12","31-DEC-12",215144,215144
"379","C00498089","BONGINO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020113279+0","MD",0,"QUARTERLY YEAR END / SEMI-ANN","26-FEB-13","01-OCT-12","31-DEC-12",35005,162088
"380","C00348607","IMPACT","http://docquery.fec.gov/cgi-bin/fecimg/?_13961059831+0","NY",NA,"MONTHLY SEMI-ANNUAL (YE)","20-FEB-13","27-NOV-12","31-DEC-12",0,47500
